Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
An Imaginative Experience,"From the beloved British novelist, “a love story that’s simply, grandly, satisfying” (Kirkus Reviews). While traveling home to London, divorcé Sylvester Wykes witnesses a most unusual event: A woman leaps off a locomotive to rescue a sheep in distress. The mystery woman disappears, but Wykes cannot get her out of his head—and is soon caught up in the kind of romance he never thought he’d have again. Ever since losing her husband and child in one catastrophic night, Julia Piper has been consumed by guilt and loneliness. Her neighbors find her a bit odd—and after her daring attempt to save a sheep, she must somewhat agree. But as she strives to piece herself back together while taking on a job tending house for an enigmatic man, she comes to realize that perhaps her chance at finding happiness is not yet out of reach. “Wesley’s dialogue still comes bouncing off the page” in this charming, cynically romantic novel about the emotions, frailties, and desires that drive us, and the search for that one person who can make us whole (Publishers Weekly). “A complex, multilayered, love story . . . vintage Wesley.” —Kirkus Reviews",['Mary Wesley'],http://books.google.com/books/content?id=_X6NAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_X6NAQAAQBAJ&printsec=frontcover&dq=An+Imaginative+Experience&hl=&cd=1&source=gbs_api,Open Road Media,2013-11-12,https://play.google.com/store/books/details?id=_X6NAQAAQBAJ&source=gbs_api,['Fiction'],6.0
Worlds of the imperium,"American diplomat Brion Bayard is on assignment in Stockholm when he notices he's being shadowed. Before he can escape, Bayard is kidnapped and transported to a parallel universe: the Imperium, where history has taken a different turn and the British Empire and its allies rule the world. Yet another parallel world exists, and the Imperium has a task there for their reluctant visitor: the impersonation and assassination of a global dictator who happens to be Bayard's otherworldly double. This adventurous, action-packed novel is the work of award-winning author Keith Laumer, creator of the Bolo and Reteif stories. Science-fiction enthusiasts, especially those who enjoy alternate histories, will savor the twists and turns of this imaginative thriller.",['Keith Laumer'],http://books.google.com/books/content?id=r72pDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=r72pDQAAQBAJ&pg=PA1&dq=Worlds+of+the+imperium&hl=&cd=1&source=gbs_api,Courier Dover Publications,2017-01-18,http://books.google.com/books?id=r72pDQAAQBAJ&dq=Worlds+of+the+imperium&hl=&source=gbs_api,['Fiction'],1.0
The Curate of Glaston,"Three-in-one volume includes the classic Scottish romances The Curate's Awakening, The Lady's Confession, and The Baron's Apprenticeship.","['George MacDonald', 'Michael R. Phillips']",http://books.google.com/books/content?id=INsAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=INsAAAAACAAJ&dq=The+Curate+of+Glaston&hl=&cd=1&source=gbs_api,Bethany House Pub,2002-03,http://books.google.com/books?id=INsAAAAACAAJ&dq=The+Curate+of+Glaston&hl=&source=gbs_api,['Fiction'],
Heat of the Day,"In The Heat of the Day, Elizabeth Bowen brilliantly recreates the tense and dangerous atmosphere of London during the bombing raids of World War II. Many people have fled the city, and those who stayed behind find themselves thrown together in an odd intimacy born of crisis. Stella Rodney is one of those who chose to stay. But for her, the sense of impending catastrophe becomes acutely personal when she discovers that her lover, Robert, is suspected of selling secrets to the enemy, and that the man who is following him wants Stella herself as the price of his silence. Caught between these two men, not sure whom to believe, Stella finds her world crumbling as she learns how little we can truly know of those around us.",['Elizabeth Bowen'],http://books.google.com/books/content?id=vIiVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=vIiVDwAAQBAJ&printsec=frontcover&dq=Heat+of+the+Day&hl=&cd=1&source=gbs_api,Anchor,2019-06-05,https://play.google.com/store/books/details?id=vIiVDwAAQBAJ&source=gbs_api,['Fiction'],6.0
Winner's Circle,"Book 17 of the nationally bestselling Joanne Kilbourn series is classic Gail Bowen: masterfully compelling storytelling that combines a modern, urban family with a gripping, satisfying mystery. As Joanne Kilbourn-Shreve, her husband, Zack, and their soon-to-be seventeen-year-old daughter, Taylor, rush through the rain from their cottage to their car, the Thanksgiving weekend they just spent at the lake with Zack's law partners is already slipping away, burnished into memory as pleasantly as the hundreds of other weekends the Falconer-Shreve families have shared at Lawyers' Bay. Thoughts of the weekend past will now focus on the future and be prefaced by the words ""next time."" Within weeks, a triple homicide will rip apart the lives of those related to the lawyers who, at the end of their first year in law school, only half-jokingly styled themselves ""The Winners' Circle."" Dazed by grief, Joanne will seek answers to an impossible question: ""Why did they die?"" The facts behind the suicide of Christopher Altieri, known by his law partners as ""the conscience of The Winners' Circle,"" appear to provide insights, but for Joanne those insights raise new, unsettling questions. Knitting this powerful narrative together is Joanne's unshakeable belief that the only thing worse than knowing is not knowing.",['Gail Bowen'],http://books.google.com/books/content?id=5meBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=5meBDwAAQBAJ&printsec=frontcover&dq=Winner%27s+Circle&hl=&cd=1&source=gbs_api,Joanne Kilbourn Mystery,2018-07-10,http://books.google.com/books?id=5meBDwAAQBAJ&dq=Winner%27s+Circle&hl=&source=gbs_api,['Fiction'],
All One Universe,"Poul Anderson himself has put together a retrospective collection of his recent writings, fiction and nonfiction, under the title All One Universe. This is the first major Poul Anderson collection in a decade. It encompasses all his strengths as a teller of tales and, in addition, provides a running commentary in the story notes and in the essays on other literary figures such as Rudyard Kipling, Johannes B. Jensen, and John W. Campbell, Jr., commentary that illuminates the fiction, gives personal insight into the mind of this fine writer, and provides a unifying personality for All One Universe. All One Universe, then, represents the new best of Poul Anderson. It is a rich, varied selection of quintessential science fiction as well as four essays, mostly from recent years, by one of the great science fiction writers of the century. His stories are filled with roaring energy, the soul of poetry, and dark imaginings. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Poul Anderson'],http://books.google.com/books/content?id=LhkmASDA39gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=LhkmASDA39gC&pg=PT5&dq=All+One+Universe&hl=&cd=1&source=gbs_api,Tor Science Fiction,1997-05-15,https://play.google.com/store/books/details?id=LhkmASDA39gC&source=gbs_api,['Fiction'],1.0
Trysts: A Triskaidecollection of Queer and Weird Stories,"Steve Berman has assembled thirteen of his most evocative stories, all of which revolve around the central theme of the 'tryst.' But these passionate hookups and romantic encounters range from the eerie to the horrifying to the wondrous. Trysts offers readers dark and quirky tales from a distinctive new voice in gay fiction.",['Steve Berman'],http://books.google.com/books/content?id=peplAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=peplAAAAMAAJ&q=Trysts:+A+Triskaidecollection+of+Queer+and+Weird+Stories&dq=Trysts:+A+Triskaidecollection+of+Queer+and+Weird+Stories&hl=&cd=1&source=gbs_api,,2001,http://books.google.com/books?id=peplAAAAMAAJ&dq=Trysts:+A+Triskaidecollection+of+Queer+and+Weird+Stories&hl=&source=gbs_api,['Fiction'],1.0
The Pilgrim of Hate: Library Edition,"During the May of 1141, pilgrims gather at Shrewsbury. The news from the road is that a knight has been murdered in Winchester. Brother Cadfael suspects this distant crime has a solution close to home.",['Ellis Peters'],http://books.google.com/books/content?id=rEaVAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=rEaVAwAAQBAJ&dq=The+Pilgrim+of+Hate:+Library+Edition&hl=&cd=1&source=gbs_api,Head of Zeus,2014-06-02,http://books.google.com/books?id=rEaVAwAAQBAJ&dq=The+Pilgrim+of+Hate:+Library+Edition&hl=&source=gbs_api,['Fiction'],17.0
Phoebe's Knee,"""Tish McWhinny is Miss Marple without the cuteness, brought up to date and plunked down in Vermont. She is gutsy and audacious...."" --Margaret Maron When B. Comfort's The Cashmere Kid appeared in 1993, Publishers Weekly wrote, ""Vermont goat-herding may not sound like material for a gripping mystery, but in Comfort's hands it achieves that dimension."" Now readers who missed the earlier adventures of Tish McWhinny can enjoy the very first, also set in the pristine, picture-perfect village of Lofton. The tranquility of this southern Vermont haven is disturbed, however, when Tish's newest neighbor arrives and proves to be an entire cult. Calling itself The Ring of Right, its intent and purposes are anything by apparent. Tish first senses that something is odd when a young reporter arrives to write an article on the ""Ringers"" and promptly disappears. Then, walking in the woods, Tish tumbles into what on examination seems to be an ancient Druid cave. By the time the inevitable murder takes place and Tish herself looks like the suspect, the little town has been transformed into a hotbed of intrigue.",['B. Comfort'],http://books.google.com/books/content?id=nbHSBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=nbHSBAAAQBAJ&pg=PT90&dq=Phoebe%27s+Knee&hl=&cd=1&source=gbs_api,W. W. Norton & Company,1994-03-17,https://play.google.com/store/books/details?id=nbHSBAAAQBAJ&source=gbs_api,['Fiction'],
Somewhere in Time (formerly titled Bid Time Return),"When Richard Collier, a dying screenwriter, becomes infatuated with Elise McKenna, a celebrated actress at the turn of the century, his love proves strong enough to bring him through time to her side.",['Richard Matheson'],http://books.google.com/books/content?id=rSrP9s8DbSsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=rSrP9s8DbSsC&printsec=frontcover&dq=Somewhere+in+Time+(formerly+titled+Bid+Time+Return)&hl=&cd=1&source=gbs_api,Macmillan,2008-07,http://books.google.com/books?id=rSrP9s8DbSsC&dq=Somewhere+in+Time+(formerly+titled+Bid+Time+Return)&hl=&source=gbs_api,['Fiction'],13.0
THE MURDERS IN THE RUE MORGUE.,"Edgar Allan Poe's The Murders in the Rue Morgue represents the beginning of crime fiction. The mystery was first published in Graham's Magazine in 1841 and has been recognized as the first detective story. Poe referred to it as one of his ""tales of ratiocination."" As the first fictional detective, Poe's Dupin displays many traits which became literary conventions in subsequent fictional detectives including Sherlock Holmes and Hercule Poirot. Many later characters, for example, follow Poe's model of the brilliant detective, his personal friend who serves as narrator, and the final revelation being presented before the reasoning that leads up to it. Dupin himself reappears in The Mystery of Marie Rog t and The Purloined Letter.",['Edgar Allan Poe'],http://books.google.com/books/content?id=UVD6DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UVD6DQAAQBAJ&printsec=frontcover&dq=THE+MURDERS+IN+THE+RUE+MORGUE.&hl=&cd=1&source=gbs_api,Lulu.com,2017-01-21,http://books.google.com/books?id=UVD6DQAAQBAJ&dq=THE+MURDERS+IN+THE+RUE+MORGUE.&hl=&source=gbs_api,['Fiction'],35.0
Ticket to Tomorrow (A Fair to Remember Series #1),"A Fair that will Never Be Forgotten... Buffalo, New York 1901 Clara Lambert attended the Pan-American Exposition as a Kodak girl, never dreaming she would end up photographing the attempted assassination of President McKinley. James Brinton, a disgraced police officer now working security at the Expo, wants only to redeem his good name...and perhaps earn a new position with the president's security. When Clara is accused of being involved in the assassination attempt, James has to put aside his own ambitions to try to prove the innocence of the young woman who has captured his heart as surely as her camera captures the world before its lens. But in the face of investigations, arrests, and mounting danger, they must do the hardest thing that could be asked: forgive.",['Suzie Johnson'],http://books.google.com/books/content?id=UzTAsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=UzTAsgEACAAJ&dq=Ticket+to+Tomorrow+(A+Fair+to+Remember+Series&hl=&cd=1&source=gbs_api,Whitefire Publishing,2015-10-15,http://books.google.com/books?id=UzTAsgEACAAJ&dq=Ticket+to+Tomorrow+(A+Fair+to+Remember+Series&hl=&source=gbs_api,['Fiction'],
Impostress,"From New York Times bestselling author Lisa Jackson comes a powerful medieval romance in which a secret betrayal ignites unbridled passion between a lord and his lady... Kiera of Lawenydd couldn’t believe what she’d done. Owing her sister a favor, Kiera promised to pose as Elyn on her wedding day. The ruse was to last just one night, but the following morning Elyn was nowhere to be found! Surely Kiera wouldn’t have to spend the rest of her wedded life to the baron picked out for her sister, a man to whom she could never admit the depths of her deception—even as her desire for him grew impossible to resist. It was obvious to Lord Kelan of Penbrooke that something was amiss with his new bride. But despite his misgivings, he couldn’t deny that he was falling in love with the dark-haired beauty. Until he uncovered exactly what she was up to, Kelan would keep the mysterious woman by his side—all the while keeping the fierce stirrings of his heart a well-guarded secret...",['Lisa Jackson'],http://books.google.com/books/content?id=jdPA8nqoA9EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=jdPA8nqoA9EC&printsec=frontcover&dq=Impostress&hl=&cd=1&source=gbs_api,Penguin,2003-04-01,https://play.google.com/store/books/details?id=jdPA8nqoA9EC&source=gbs_api,['Fiction'],
