Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,image_path,main_category,label
"The Gunsmith 292: Alive or Nothing (Gunsmith, The)","HARBINGER OF TROUBLE There are law-abiding men and then there are crooked men. The same goes for politicians. One renegade by the name of Zack Richards has set out to make those underhanded politicians pay...and if Richards himself gets paid in the process, all the better. After Senator Gray nearly gets assassinated by some of Richards's men in Clint Adams's presence, the Gunsmith sets out to Harbinger, Utah, with the aid of U.S. Marshal Tara Locke—who's packing a lot more than just a pistol. The kind of trouble he finds there would have any politician running from office. Clint Adams won't tolerate people taking justice into their own hands. There's only one law that applies here—and it's the law of the gun...",['J.R. Roberts'],http://books.google.com/books/content?id=CaOcDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=CaOcDwAAQBAJ&pg=PT3&dq=The+Gunsmith+292:+Alive+or+Nothing+(Gunsmith,+The)&hl=&cd=1&source=gbs_api",Speaking Volumes,,https://play.google.com/store/books/details?id=CaOcDwAAQBAJ&source=gbs_api,['Fiction'],,book_covers/116_The_Gunsmith_292__Alive_or_Nothing__Gunsmith__The_.jpg,Fiction,0
"Genesis 37-50, a Commentary","""This third volume of Westerman's masterful commentary on Genesis offers a stimulating treatment of the most poignant and unified of the narratives in Genesis - the Joseph story."" -- Book jacket",['Claus Westermann'],http://books.google.com/books/content?id=Vc7YAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=Vc7YAAAAMAAJ&q=Genesis+37-50,+a+Commentary&dq=Genesis+37-50,+a+Commentary&hl=&cd=1&source=gbs_api",Augsburg Fortress Pub,1986,"http://books.google.com/books?id=Vc7YAAAAMAAJ&dq=Genesis+37-50,+a+Commentary&hl=&source=gbs_api",['Religion'],,book_covers/348_Genesis_37-50__a_Commentary.jpg,Religion,2
AT THE MOUNTAINS OF MADNESS & OTHER NOVELS OF TERROR,"'To that flash of semi-vision can be traced a full half of the horror which has ever since haunted us' An expedition to Antarctica goes horribly wrong as a group of explorers stumbles upon some mysterious ancient ruins, with devastating consequences. At the Mountains of Madness ranks among Lovecraft's most terrifying novellas, and is a firm favourite among fans of classic horror. The Penguin English Library - collectable general readers' editions of the best fiction in English, from the eighteenth century to the end of the Second World War.",['H. P. Lovecraft'],http://books.google.com/books/content?id=75RUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=75RUDwAAQBAJ&printsec=frontcover&dq=AT+THE+MOUNTAINS+OF+MADNESS&hl=&cd=1&source=gbs_api,Penguin UK,2018-06-07,https://play.google.com/store/books/details?id=75RUDwAAQBAJ&source=gbs_api,['Fiction'],33.0,book_covers/217_AT_THE_MOUNTAINS_OF_MADNESS___OTHER_NOVELS_OF_TERROR.jpg,Fiction,0
Christ in Ten Thousand Places: Homilies Toward a New Millennium,"Forty-four homilies, with an updated index to all of his sermons in this and previous works.",['Walter J. Burghardt'],http://books.google.com/books/content?id=37HVo7Vvv9QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=37HVo7Vvv9QC&pg=PP1&dq=Christ+in+Ten+Thousand+Places:+Homilies+Toward+a+New+Millennium&hl=&cd=1&source=gbs_api,Paulist Press,1999,https://play.google.com/store/books/details?id=37HVo7Vvv9QC&source=gbs_api,['Religion'],,book_covers/487_Christ_in_Ten_Thousand_Places__Homilies_Toward_a_New_Millennium.jpg,Religion,2
Amazing Grace,"‘Een lied in de storm’ van Jody Hedlund, vertelt het verhaal over de liefde tussen Polly Catlett en John Newton, de schrijver van het bekende lied ‘Amazing Grace’. John Newton is op slag verliefd als hij Polly Catlett voor het eerst ontmoet. Maar Polly beantwoordt zijn liefde niet. Haar vader probeert hem bij haar uit de buurt te houden en dwingt hem bij de marine te gaan, maar ze blijft altijd in Johns gedachten. Vier jaar later vraagt Johns familie hem terug te keren, maar hij heeft zich in de lucratieve slavenhandel gestort en peinst er niet over om aan de oproep gehoor te geven. Zijn vader gebruikt Johns liefde voor Polly om hem naar huis te lokken. Tijdens de terugreis belandt Johns schip in een verschrikkelijke storm. Midden in het woeste natuurgeweld komt John tot inkeer: het begin van zijn strijd tegen de slavernij. Thuisgekomen haalt hij alles uit de kast om Polly ervan te overtuigen dat hij zijn leven gebeterd heeft en een man is geworden die haar liefde waard is. Jody Hedlund baseert haar historische romans graag op vrouwen die echt hebben geleefd. Eerder schreef ze onder andere Luthers bruid, over Katharina von Bora, de vrouw van Maarten Luther.",['Jody Hedlund'],http://books.google.com/books/content?id=beYjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=beYjDwAAQBAJ&printsec=frontcover&dq=Amazing+Grace&hl=&cd=1&source=gbs_api,Kok,2017-08-29,https://play.google.com/store/books/details?id=beYjDwAAQBAJ&source=gbs_api,['Fiction'],,book_covers/145_Amazing_Grace.jpg,Fiction,0
Down Range: Navy SEALs in the War on Terrorism,"In America’s battle against global terrorism, the goal of the Navy SEALs is to be the best guns in the fight—stealthy, effective, professional, and lethal. Here for the first time is a SEAL insider’s battle history of these Special Operations warriors in the war on terrorism. “Down range” is what SEALs in Afghanistan and Iraq call their area of operations. In this new mode of warfare, “down range” can refer to anything from tracking roving bands of al-Qaeda on a remote mountain trail in Afghanistan to taking down an armed compound in Tikrit and rousting holdouts from Saddam Hussein’s regime. It could mean interdicting insurgents smuggling car-bomb explosives over the Iraqi-Syrian border or silently boarding a freighter on the high seas at night to enforce an embargo. In other words, “down range” could be anywhere, anytime, under any conditions. In Down Range, author Dick Couch, himself a former Navy SEAL and CIA case officer, uses his unprecedented access to bring the reader firsthand accounts from the warriors in combat during key missions in Afghanistan and Iraq. Couch creates a pulse-pounding, detailed narrative of the definitive engagements of this war, while painting an unusually intimate portrait of these warriors in the field. The performance of the SEALs in difficult, changing environments—in the heat of the Afghan desert, in the snow-packed Hindu Kush, on the high seas, and in the urban chaos of Baghdad—has been nothing short of extraordinary. The SEALs, coordinating with other American forces, the CIA, and foreign special operations units like the Polish GROM, have once more shown their genius for improvisation and capacity for courageous action in leading the fight against this new and vicious enemy. The first battle history of its kind, Down Range is a riveting close-up of some of America’s finest warriors in action against a deadly foe.",['Dick Couch'],http://books.google.com/books/content?id=eqYNOg-HWR0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=eqYNOg-HWR0C&printsec=frontcover&dq=Down+Range:+Navy+SEALs+in+the+War+on+Terrorism&hl=&cd=1&source=gbs_api,Crown,2005-07-19,https://play.google.com/store/books/details?id=eqYNOg-HWR0C&source=gbs_api,['History'],1.0,book_covers/945_Down_Range__Navy_SEALs_in_the_War_on_Terrorism.jpg,History,1
"War Machines: Transforming Technologies in the U.S. Military, 1920-1940 (Williams-Ford Texas A&M; University Military History Series)","The American military establishment is intimately tied to its technology, although the nature of those ties has varied enormously from service to service. The air force evokes images of pilots operating hightech weapons systems, striking precisely from out of the blue to lay waste to enemy installations. The fundamental icon for the Marine Corps is a wave of riflemen hitting the beaches from rugged landing craft and slogging their way ashore under enemy fire. How did these very different relationships with technology develop? During the interwar years, from 1920 to 1940, leaders from the Army Air Corps and the Marine Corps recreated their agencies based on visions of new military technologies. In War Machines, Timothy Moy examines these recreations and explores how factors such as bureaucratic pressure, institutional culture, and America's technological enthusiasm shaped these leaders' choices. The very existence of the Army Air Corps was based on a new technology, the airplane. As the Air Corps was forced to compete for money and other resources during the years after World War I, Air Corps leaders carved out a military niche based on hightech precision bombing. The Marine Corps focused on amphibious, firstwave assault using sturdy, graceless, and easytoproduce landing craft. Moy's astute analysis makes it clear that studying the processes that shaped the Army Air Corps and Marine Corps is fundamental to our understanding of technology and the military at the beginning of the twentyfirst century.",['Timothy Moy'],http://books.google.com/books/content?id=_iSpCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=_iSpCwAAQBAJ&printsec=frontcover&dq=War+Machines:+Transforming+Technologies+in+the+U.S.+Military,+1920-1940+(Williams-Ford+Texas+A&hl=&cd=1&source=gbs_api",Texas A&M University Press,2016-03-01,https://play.google.com/store/books/details?id=_iSpCwAAQBAJ&source=gbs_api,['History'],,book_covers/680_War_Machines__Transforming_Technologies_in_the_U_S__Military__1920-1940__Williams-Ford_Texas_A_M__University_Military_History_Series_.jpg,History,1
"German Women for Empire, 1884 1945 (Politics, History, and Culture)","When Germany annexed colonies in Africa and the Pacific beginning in the 1880s, many German women were enthusiastic. At the same time, however, they found themselves excluded from what they saw as a great nationalistic endeavor. In German Women for Empire, 1884–1945 Lora Wildenthal untangles the varied strands of racism, feminism, and nationalism that thread through German women’s efforts to participate in this episode of overseas colonization. In confrontation and sometimes cooperation with men over their place in the colonial project, German women launched nationalist and colonialist campaigns for increased settlement and new state policies. Wildenthal analyzes recently accessible Colonial Office archives as well as mission society records, periodicals, women’s memoirs, and fiction to show how these women created niches for themselves in the colonies. They emphasized their unique importance for white racial “purity” and the inculcation of German culture in the family. While pressing for career opportunities for themselves, these women also campaigned against interracial marriage and circulated an image of African and Pacific women as sexually promiscuous and inferior. As Wildenthal discusses, the German colonial imaginary persisted even after the German colonial empire was no longer a reality. The women’s colonial movement continued into the Nazi era, combining with other movements to help turn the racialist thought of the late-nineteenth and early-twentieth centuries into the hierarchical evaluation of German citizens as well as colonial subjects. Students and scholars of women’s history, modern German history, colonial politics and culture, postcolonial theory, race/ethnicity, and gender will welcome this groundbreaking study.",['Lora Wildenthal'],http://books.google.com/books/content?id=WK7wTLVneYsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=WK7wTLVneYsC&printsec=frontcover&dq=German+Women+for+Empire,+1884+1945+(Politics,+History,+and+Culture)&hl=&cd=1&source=gbs_api",Duke University Press,2001-11-07,https://play.google.com/store/books/details?id=WK7wTLVneYsC&source=gbs_api,['History'],,book_covers/769_German_Women_for_Empire__1884_1945__Politics__History__and_Culture_.jpg,History,1
History of the Byzantine state,Det Byzantinske riges historie fra 284 til 1461,['Warren T. Treadgold'],http://books.google.com/books/content?id=nYbnr5XVbzUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=nYbnr5XVbzUC&printsec=frontcover&dq=History+of+the+Byzantine+state&hl=&cd=1&source=gbs_api,Stanford University Press,1997-10,http://books.google.nl/books?id=nYbnr5XVbzUC&dq=History+of+the+Byzantine+state&hl=&source=gbs_api,['History'],2.0,book_covers/833_History_of_the_Byzantine_state.jpg,History,1
The Origins of the Urban Crisis,"The reasons behind Detroit’s persistent racialized poverty after World War II Once America's ""arsenal of democracy,"" Detroit is now the symbol of the American urban crisis. In this reappraisal of America’s racial and economic inequalities, Thomas Sugrue asks why Detroit and other industrial cities have become the sites of persistent racialized poverty. He challenges the conventional wisdom that urban decline is the product of the social programs and racial fissures of the 1960s. Weaving together the history of workplaces, unions, civil rights groups, political organizations, and real estate agencies, Sugrue finds the roots of today’s urban poverty in a hidden history of racial violence, discrimination, and deindustrialization that reshaped the American urban landscape after World War II. This Princeton Classics edition includes a new preface by Sugrue, discussing the lasting impact of the postwar transformation on urban America and the chronic issues leading to Detroit’s bankruptcy.",['Thomas J. Sugrue'],http://books.google.com/books/content?id=FmuYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=FmuYDwAAQBAJ&printsec=frontcover&dq=The+Origins+of+the+Urban+Crisis&hl=&cd=1&source=gbs_api,Princeton University Press,2014-04-27,http://books.google.com/books?id=FmuYDwAAQBAJ&dq=The+Origins+of+the+Urban+Crisis&hl=&source=gbs_api,['History'],1.0,book_covers/716_The_Origins_of_the_Urban_Crisis.jpg,History,1
